destination,passenger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,41,Married partner,True,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,Unknown,less1,less1,1~3,1~3,less1,True,True,False,False,True,False
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,False,True,True
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,True
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,False
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,False,True,True
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,True,False,True,True
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,True,False,True,True
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,False
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,True
Home,Alone,Sunny,80,10PM,Bar,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,False,False,True,False,True
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,41,Divorced,True,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,Unknown,4~8,4~8,1~3,1~3,less1,True,True,False,False,True,False
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,True
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,False,True,False
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,True,False,True,False
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,False
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,True,False,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,False,False,True,False,True
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,36,Single,False,Some college - no degree,Computer & Mathematical,$37500 - $49999,Unknown,less1,1~3,4~8,1~3,less1,True,True,False,False,True,False
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,True
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,False
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,False,True,False
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,False
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,True,False,True,False
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,False
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,False
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,False,False,True,False,True
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Married partner,False,Some college - no degree,Computer & Mathematical,$100000 or More,Unknown,less1,less1,gt8,4~8,1~3,True,True,False,False,True,False
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,False,True,True
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,True
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,False
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,False,True,True
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,True,False,True,True
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,True,False,True,False
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Home,Alone,Sunny,80,10PM,Bar,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,True,False,True,True
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,False,False,True,False,True
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Married partner,True,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,Unknown,less1,4~8,4~8,1~3,never,True,True,False,False,True,True
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,False,True,False
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,False
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,False
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,False
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,False,True,False
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,True,False,True,False
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,False
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,True,False,True,False
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,False
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,True
Home,Alone,Sunny,80,10PM,Bar,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,False
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,True,False,False
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,True,False,True,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,True,False,True,False
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,False,False,True,False,False
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,36,Divorced,True,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,Unknown,never,gt8,gt8,gt8,1~3,True,True,False,False,True,False
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,False
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,False,True,True
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,False
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,False,True,True
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,True
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,False,True,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,False,True,True
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,True,False,True
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,True,False,True,True
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,True,False,False
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,False,False,True,False,True
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Married partner,False,Some college - no degree,Unemployed,$50000 - $62499,Unknown,less1,4~8,4~8,4~8,4~8,True,True,False,True,False,True
